,zpid,streetAddress,latitude,longitude,latest_saledate,latest_salemonth,latest_saleyear,latestPrice
4800,29481902,9714 Flintrock Cir,30.22748947143555,-97.93035888671876,2019-08-22,8,2019,550000.0
4801,80087840,5805 Leckrone Cv,30.25133514404297,-97.87922668457033,2018-05-08,5,2018,565000.0
4802,83819896,7929 Via Verde Dr,30.20002365112305,-97.91539764404295,2019-05-21,5,2019,599990.0
4803,2091018839,4601 Amarra Dr,30.26929473876953,-97.88076782226562,2018-12-07,12,2018,2650000.0
4804,83825892,8100 Via Verde Dr,30.20059967041016,-97.91715240478516,2020-02-14,2,2020,549900.0
4805,29331338,3102 Sweet Autumn Cv,30.284900665283203,-97.87210845947266,2018-04-24,4,2018,999000.0
4806,29481892,9004 Tara Ln,30.22861862182617,-97.91900634765624,2019-04-02,4,2019,799990.0
4807,29475835,6934 Chinook Dr,30.24287986755371,-97.88671875,2018-10-15,10,2018,319999.0
4808,29499890,11016 Swelfling Ter,30.201906204223643,-97.92528533935548,2019-05-31,5,2019,1100000.0
4809,83815833,3913 Verano Dr,30.28119659423828,-97.88359832763672,2020-07-01,7,2020,3995000.0
4810,64470382,8300 Blazyk Dr,30.20056343078613,-97.92023468017578,2020-01-30,1,2020,535000.0
4811,60134331,8017 Cobblestone,30.25470352172852,-97.88290405273438,2020-06-19,6,2020,729000.0
4812,29477826,8513 Bargamin Dr,30.240896224975582,-97.8972396850586,2020-05-18,5,2020,310000.0
4813,83828866,8113 Via Verde Dr,30.20025634765625,-97.91771697998048,2018-07-17,7,2018,407171.0
4814,29331326,3405 Winding Creek Dr,30.28354072570801,-97.87670135498048,2019-11-27,11,2019,1350000.0
4815,120895855,8720 Vantage Point Dr,30.233428955078125,-97.9087905883789,2018-08-10,8,2018,490000.0
4816,60134324,5701 Medicine Creek Dr,30.25596618652344,-97.88358306884766,2018-05-24,5,2018,510000.0
4817,64776821,7408 Covered Bridge Dr,30.240253448486328,-97.90127563476562,2019-07-31,7,2019,559000.0
4818,96611355,195 Crampton Cv,30.20077133178711,-97.96817016601562,2020-01-16,1,2020,450000.0
4819,70327820,7020 Covered Bridge Dr,30.24496459960937,-97.89804077148438,2020-08-03,8,2020,530000.0
4820,29481850,8708 S View Rd,30.227922439575195,-97.91012573242188,2019-07-01,7,2019,724900.0
4821,70327819,7000 Covered Bridge Dr,30.24570846557617,-97.89743041992188,2018-02-01,2,2018,339500.0
4822,144389349,11513 Rim Rock Trl,30.209636688232425,-97.95040130615234,2020-02-18,2,2020,385000.0
4823,29492341,8801 Young Ln,30.2130126953125,-97.92123413085938,2019-06-27,6,2019,8000.0
4824,29331319,8500 Navidad Dr,30.28528213500977,-97.86788177490234,2020-11-23,11,2020,2125000.0
4825,83815840,7912 Via Verde Dr,30.19973564147949,-97.9146499633789,2020-04-13,4,2020,539000.0
4826,70327817,6906 Covered Bridge Dr,30.24662208557129,-97.89684295654295,2019-12-10,12,2019,549900.0
4827,29492329,9901 Silver Mountain Dr,30.214338302612305,-97.91239166259766,2020-08-11,8,2020,1800000.0
4828,114405315,7301 Lookout Bluff Ter #D-7,30.243350982666016,-97.87513732910156,2019-06-19,6,2019,449000.0
4829,2086949813,8505 Moccasin Path,30.24234962463379,-97.8936538696289,2019-08-09,8,2019,468956.0
4830,120897492,8801 Whispering Trl,30.23151206970215,-97.91038513183594,2018-08-31,8,2018,599000.0
4831,29492315,8501 Young Ln,30.21027183532715,-97.9169692993164,2020-03-20,3,2020,829500.0
4832,80090809,7804 Journeyville Dr,30.2484188079834,-97.8776397705078,2019-08-09,8,2019,524900.0
4833,29484815,9408 Honeycomb Dr,30.222753524780284,-97.92738342285156,2020-12-29,12,2020,770000.0
4834,83820308,8601 Acuarela Ct,30.26972961425781,-97.88158416748048,2019-05-08,5,2019,2995000.0
4835,80106307,7924 Tusman Dr,30.24935340881348,-97.8813247680664,2019-01-15,1,2019,545000.0
4836,29492308,8419 Silver Mountain Cv,30.21295547485352,-97.91613006591795,2018-05-25,5,2018,1100000.0
4837,70327807,7001 Covered Bridge Dr,30.24534606933593,-97.89688873291016,2019-08-08,8,2019,530000.0
4838,29484794,9000 Honeycomb Dr,30.22194480895996,-97.92088317871094,2020-10-20,10,2020,660000.0
4839,70327806,7009 Covered Bridge Dr,30.244855880737305,-97.8972625732422,2019-09-13,9,2019,55000.0
4840,114157292,103 Crampton Cv,30.202302932739247,-97.96837615966795,2018-06-15,6,2018,499900.0
4841,29492337,8910 Young Ln,30.21530914306641,-97.92282104492188,2018-05-01,5,2018,1698000.0
4842,83819225,7901 Via Verde Dr,30.19919776916504,-97.9150619506836,2020-07-15,7,2020,575000.0
4843,110539801,7209 Lookout Bluff Ter #D-12,30.24320602416992,-97.87430572509766,2018-10-31,10,2018,379900.0
4844,29477800,7107 Seneca Cir,30.24172592163086,-97.89630889892578,2020-07-01,7,2020,359900.0
4845,29484723,9203 La Fauna Path,30.22118377685547,-97.90777587890624,2019-05-13,5,2019,799500.0
4846,115566795,7409 Sunset Heights Cir #F-10,30.245302200317383,-97.87394714355467,2020-02-05,2,2020,369900.0
4847,29331294,3704 Lost Creek Blvd,30.280237197875977,-97.87039184570312,2018-11-06,11,2018,925000.0
4848,29477993,8410 Roan Ln,30.23807144165039,-97.89867401123048,2020-02-14,2,2020,349000.0
4849,64644197,8713 S View Rd,30.22852325439453,-97.90874481201172,2018-06-09,6,2018,995000.0
4850,79981291,7901 Southwest Pkwy UNIT 15,30.255390167236328,-97.87958526611328,2019-06-03,6,2019,301000.0
4851,120901178,8500 High Summit Ln,30.23287582397461,-97.9106674194336,2018-07-10,7,2018,450000.0
4852,120897666,8724 Vantage Point Dr,30.23341941833496,-97.90900421142578,2018-07-02,7,2018,464900.0
4853,29477789,8506 Bargamin Dr,30.241329193115234,-97.89682006835938,2020-04-03,4,2020,317000.0
4854,70331788,8600 Cobblestone,30.255699157714844,-97.88694763183594,2018-09-30,9,2018,550000.0
4855,145656153,10408 Derecho Dr,30.21969795227051,-97.93785858154295,2019-08-22,8,2019,895000.0
4856,70331787,8520 Cobblestone,30.255556106567383,-97.88701629638672,2020-02-14,2,2020,492900.0
4857,83830643,7820 Via Verde Dr,30.19906044006348,-97.91447448730467,2018-08-21,8,2018,549987.0
4858,64712287,8700 Samuel Bishop Dr,30.24086761474609,-97.90059661865234,2018-06-09,6,2018,509000.0
4859,122518138,221 Crampton Cv,30.20043754577637,-97.96815490722656,2020-10-09,10,2020,414500.0
4860,124840131,11305 Midmorning Dr,30.201011657714844,-97.93152618408205,2020-09-17,9,2020,1550000.0
4861,70330286,7901 Dadiva Ct,30.270891189575195,-97.86544799804688,2019-12-11,12,2019,2590000.0
4862,70346128,11709 Via Grande Dr,30.19744300842285,-97.91919708251952,2018-02-16,2,2018,489900.0
4863,70331784,8501 Cobblestone,30.2547550201416,-97.88715362548828,2020-06-25,6,2020,420000.0
4864,29489127,11011 S West Oaks,30.21532249450684,-97.96736145019533,2019-05-16,5,2019,329900.0
4865,70330284,7828 Escala Dr,30.26983642578125,-97.86581420898438,2019-03-15,3,2019,2250000.0
4866,29489125,11019 Sw Oaks,30.215740203857425,-97.96809387207033,2018-04-18,4,2018,375000.0
4867,64552121,10007 Clemente Cir,30.22454643249512,-97.9368896484375,2019-04-25,4,2019,610000.0
4868,110539781,7320 Highland Bluff Cv,30.24252319335937,-97.87590789794922,2020-09-30,9,2020,449900.0
4869,83832113,10901 Tornasol Ln,30.19700622558593,-97.91495513916016,2019-12-30,12,2019,709900.0
4870,29474280,4609 Foster Ranch Rd,30.251909255981445,-97.84675598144533,2020-06-08,6,2020,650000.0
4871,69809091,8109 Ladera Verde Dr,30.198917388916016,-97.91880798339844,2019-06-27,6,2019,489900.0
4872,83826278,8501 Parismina Ln,30.26724624633789,-97.88125610351562,2019-07-09,7,2019,2995000.0
4873,120788589,8909 Whispering Trl,30.23178291320801,-97.91140747070312,2019-09-09,9,2019,599000.0
4874,70330278,4401 Mirador Dr,30.26608848571777,-97.86573791503906,2020-11-02,11,2020,4250000.0
4875,70346089,8204 Tierra Linda Ln,30.19820213317871,-97.92001342773438,2019-09-06,9,2019,580000.0
4876,70346084,8000 Caminita Cv,30.19841957092285,-97.91683197021484,2020-06-08,6,2020,685000.0
4877,29331278,8509 Navidad Dr,30.28510284423828,-97.86895751953124,2020-02-21,2,2020,1319000.0
4878,120896080,8504 High Summit Ln,30.232681274414062,-97.91075897216795,2019-08-26,8,2019,597000.0
4879,29477276,5670 Oak Blvd,30.23777961730957,-97.84757232666016,2020-03-10,3,2020,553000.0
4880,29487579,9403 San Diego Rd,30.21874046325684,-97.90792846679688,2020-01-10,1,2020,459900.0
4881,70356775,8016 Journeyville Dr,30.25063705444336,-97.87596130371094,2019-07-15,7,2019,519900.0
4882,70330275,4429 Mirador Dr,30.2631778717041,-97.86666107177734,2018-03-09,3,2018,4850000.0
4883,83815071,11009 La Roca Cv,30.199974060058604,-97.91626739501952,2018-07-25,7,2018,659000.0
4884,121658070,8216 Turning Trl,30.232501983642567,-97.90860748291016,2020-08-28,8,2020,574900.0
4885,70331774,5925 Sunset Rdg,30.254283905029297,-97.88786315917967,2020-05-14,5,2020,639900.0
4886,70346067,7921 Ladera Verde Dr,30.19741630554199,-97.91730499267578,2019-04-12,4,2019,545000.0
4887,29331274,3200 Fleece Flower Cv,30.282968521118164,-97.8708724975586,2019-05-06,5,2019,1349000.0
4888,58297273,7801 Escala Dr,30.26760482788086,-97.86669921875,2018-07-03,7,2018,3200000.0
4889,29489063,10707 Valley Vista Rd,30.22082901000977,-97.9516372680664,2019-01-18,1,2019,475000.0
4890,80105272,7813 Tusman Dr,30.25048065185547,-97.87893676757812,2018-06-20,6,2018,605000.0
4891,70328053,9451 El Rey Blvd,30.22183609008789,-97.91429901123048,2020-10-23,10,2020,745000.0
4892,29331272,3101 Fleece Flower Cv,30.28348731994629,-97.86969757080078,2018-11-17,11,2018,1100000.0
4893,29489050,11004 Friar Villa Dr,30.21876335144043,-97.95378875732422,2020-10-19,10,2020,975000.0
4894,29477771,8207 Hanbridge Ln,30.23797416687012,-97.8944320678711,2020-07-31,7,2020,395000.0
4895,29331271,3103 Fleece Flower Cv,30.28320121765137,-97.86937713623048,2018-03-30,3,2018,699000.0
4896,83829770,4501 Amarra Dr,30.27001762390137,-97.880126953125,2018-03-16,3,2018,3349000.0
4897,70346044,11808 Via Grande Dr,30.19868850708008,-97.91921997070312,2019-06-17,6,2019,485000.0
4898,70346039,8137 Ladera Verde Dr,30.20001792907715,-97.91959381103516,2020-06-19,6,2020,600000.0
4899,83830769,9508 Veletta Pl,30.28549575805664,-97.88763427734376,2020-08-10,8,2020,2575000.0
4900,70331769,5517 Fort Benton Dr,30.2568359375,-97.88427734375,2019-08-20,8,2019,339900.0
4901,119980038,8509 Rocky Bluff Dr,30.2317008972168,-97.9097137451172,2018-09-07,9,2018,569000.0
4902,29477268,5639 Oak Blvd,30.238788604736328,-97.84893798828124,2020-05-20,5,2020,650000.0
4903,70346036,8128 Ladera Verde Dr,30.20001792907715,-97.91890716552734,2018-05-30,5,2018,379900.0
4904,70356767,7900 Journeyville Dr,30.249347686767567,-97.87683868408205,2019-01-28,1,2019,555000.0
4905,83832035,10905 Los Arcos Cv,30.198169708251964,-97.91463470458984,2018-04-13,4,2018,614900.0
4906,114405766,4901 Mirador Dr,30.259784698486328,-97.86966705322266,2019-09-20,9,2019,583000.0
4907,70330266,4609 Mirador Dr,30.26256561279297,-97.86840057373048,2018-04-30,4,2018,3600000.0
4908,70346022,11101 Claro Vista Cv,30.19950866699219,-97.91740417480467,2019-06-05,6,2019,745000.0
4909,64808266,7004 Covered Bridge Dr,30.245534896850582,-97.89753723144533,2021-01-04,1,2021,569000.0
4910,94642020,7928 Via Verde Dr,30.20037078857422,-97.91488647460938,2018-07-14,7,2018,485000.0
4911,70331764,5621 Fort Benton Dr,30.25558662414551,-97.884765625,2020-05-28,5,2020,520000.0
4912,70346020,11109 Claro Vista Cv,30.19904327392578,-97.91758728027344,2019-12-12,12,2019,385000.0
4913,70330263,4917 Mirador Dr,30.25853157043457,-97.87023162841795,2018-06-09,6,2018,1999000.0
4914,70328016,9441 El Rey Blvd,30.22121620178223,-97.91300201416016,2019-05-31,5,2019,689000.0
4915,29477763,8207 Roan Ln,30.23739051818848,-97.8951416015625,2018-02-28,2,2018,336000.0
4916,29475763,6213 Big Horn Cir,30.24535942077637,-97.87995910644533,2018-02-28,2,2018,199900.0
4917,83830512,11005 Arbole Cv,30.20051193237305,-97.91845703125,2020-02-28,2,2020,605000.0
4918,70331762,5725 Fort Benton Dr,30.254493713378903,-97.88530731201172,2020-09-17,9,2020,799900.0
4919,94641510,9000 Deer Haven Rd,30.224912643432614,-97.90901947021484,2020-10-07,10,2020,939900.0
4920,58297259,4800 Mirador Dr,30.261777877807614,-97.87171173095705,2018-02-01,2,2018,2765000.0
4921,62608007,9719 Derecho Dr,30.22737121582031,-97.93539428710938,2019-09-16,9,2019,709999.0
4922,70356758,5716 Kempson Dr,30.25033569335937,-97.87557220458984,2018-08-07,8,2018,609000.0
4923,29503000,11797 Rim Rock Trl,30.20755958557129,-97.96116638183594,2018-04-26,4,2018,599900.0
4924,70331757,5601 Medicine Creek Dr,30.256797790527344,-97.88296508789062,2018-02-05,2,2018,499900.0
4925,2084891255,6234 Aviara Dr,30.244218826293945,-97.8756103515625,2019-05-20,5,2019,439000.0
4926,70331754,5700 Sunset Rdg,30.257184982299805,-97.88591003417967,2020-07-30,7,2020,490000.0
4927,29477753,8403 Red Willow Dr,30.24158477783203,-97.89468383789062,2020-08-10,8,2020,359900.0
4928,29477752,8405 Red Willow Dr,30.241662979125977,-97.89484405517578,2019-04-16,4,2019,368000.0
4929,29331250,8108 Ravello Ridge Cv,30.284767150878903,-97.86243438720705,2018-11-05,11,2018,1599000.0
4930,70356747,7812 Meloncon Cv,30.25067138671875,-97.87747192382812,2019-05-30,5,2019,669900.0
4931,29509988,9721 Curlew Dr,30.17848014831543,-97.83317565917967,2020-09-16,9,2020,250000.0
4932,29511473,2623 Alcott Ln,30.1738338470459,-97.83560943603516,2018-03-22,3,2018,289900.0
4933,2091232469,10305 Autumn Wood Dr,30.17031288146973,-97.83492279052734,2018-04-20,4,2018,408225.0
4934,29511461,10203 Brantley Bnd,30.17409896850586,-97.83895874023438,2020-04-14,4,2020,239900.0
4935,64619453,10325 Beard Ave,30.171409606933604,-97.8357925415039,2019-03-13,3,2019,354995.0
4936,145656946,10613 Portico Ln,30.16697692871093,-97.8345947265625,2019-05-31,5,2019,299000.0
4937,29509944,2617 Piping Rock Trl,30.17953681945801,-97.83184814453124,2018-06-16,6,2018,289999.0
4938,29511443,2904 Wadsworth Way,30.17463302612305,-97.84232330322266,2018-06-29,6,2018,334900.0
4939,29511441,2900 Wadsworth Way,30.174190521240234,-97.84219360351562,2020-10-29,10,2020,325000.0
4940,29511438,2905 Wadsworth Way,30.17402267456055,-97.8427505493164,2020-03-18,3,2020,315000.0
4941,60138922,2512 Lynnbrook Dr,30.167463302612305,-97.83706665039062,2019-12-20,12,2019,342500.0
4942,29511421,10219 Lindshire Ln,30.17403221130371,-97.84095764160156,2020-03-10,3,2020,357500.0
4943,60138918,2420 Lynnbrook Dr,30.16692352294922,-97.83687591552734,2020-05-22,5,2020,368000.0
4944,60138915,2616 Lynnbrook Dr,30.16867446899414,-97.83817291259766,2019-09-12,9,2019,360000.0
4945,60138910,10705 Finsbury Dr,30.16897964477539,-97.83895874023438,2018-02-23,2,2018,315000.0
4946,64885887,10320 Beard Ave,30.17145538330078,-97.83634948730467,2020-10-22,10,2020,275000.0
4947,64449851,10409 Beard Ave,30.17070770263672,-97.8358154296875,2019-05-23,5,2019,210000.0
4948,64871347,10500 Beard Ave,30.16984748840332,-97.83631896972656,2020-08-17,8,2020,384500.0
4949,64490347,10317 Beard Ave,30.17166328430176,-97.83582305908205,2019-04-09,4,2019,325000.0
4950,29511342,10310 Gail Rd,30.17103576660156,-97.8317642211914,2020-03-09,3,2020,195000.0
4951,29511340,10306 Gail Rd,30.17137145996093,-97.83208465576172,2019-05-21,5,2019,199999.0
4952,64598336,10605 Hendon St,30.1672306060791,-97.8357391357422,2018-07-18,7,2018,250000.0
4953,70332833,3101 Lynnbrook Dr,30.16774559020996,-97.84384155273438,2020-02-14,2,2020,399000.0
4954,70332825,10817 Pall Mall Dr,30.168365478515625,-97.84532165527344,2020-06-15,6,2020,399000.0
4955,29510324,10201 Ivanhoe Trl,30.176156997680664,-97.84236907958984,2019-02-11,2,2019,299900.0
4956,70332813,10713 Pall Mall Dr,30.16946220397949,-97.84400177001952,2018-08-25,8,2018,354900.0
4957,70332810,3208 Lynnbrook Dr,30.16902160644531,-97.84423828125,2020-06-19,6,2020,312500.0
4958,29510310,3013 Rochelle Dr,30.177696228027344,-97.84336853027344,2018-12-12,12,2018,304900.0
4959,29510309,3015 Rochelle Dr,30.17786979675293,-97.84335327148438,2018-09-12,9,2018,315000.0
4960,70332808,3200 Lynnbrook Dr,30.16874694824219,-97.8440170288086,2019-05-29,5,2019,226900.0
4961,64836308,2609 Bolton St,30.170787811279297,-97.8366241455078,2018-09-27,9,2018,319900.0
4962,70332807,10720 Chippenhook Ct,30.16901397705078,-97.8438720703125,2020-01-14,1,2020,375000.0
4963,29509804,9808 Briar Ridge Dr,30.17847442626953,-97.8315887451172,2020-05-01,5,2020,300000.0
4964,29509803,9806 Briar Ridge Dr,30.17853927612305,-97.83172607421876,2019-08-13,8,2019,279000.0
4965,60138864,10517 Lindshire Ln,30.171560287475582,-97.83892059326172,2020-12-31,12,2020,395000.0
4966,29509802,9804 Briar Ridge Dr,30.17861366271973,-97.83186340332033,2020-09-01,9,2020,295000.0
4967,29509800,9800 Briar Ridge Dr,30.178741455078125,-97.83224487304688,2018-10-17,10,2018,285000.0
4968,29509799,2645 Piping Rock Trl,30.178476333618164,-97.83213806152344,2019-10-18,10,2019,262000.0
4969,29510298,3106 Foxton Cv,30.17951202392578,-97.8429946899414,2020-08-28,8,2020,270000.0
4970,70332792,10812 Pall Mall Dr,30.168779373168945,-97.84564208984376,2020-06-19,6,2020,349000.0
4971,29510292,9806 Nightjar Dr,30.18020820617676,-97.83672332763672,2020-11-30,11,2020,134900.0
4972,64613787,2620 Bess Ln,30.16754150390625,-97.8366928100586,2019-08-12,8,2019,299900.0
4973,29507262,9720 Sugar Hill Dr,30.18054962158203,-97.8364715576172,2018-09-11,9,2018,299900.0
4974,29509752,2507 W Slaughter Ln,30.1760196685791,-97.83175659179688,2020-01-03,1,2020,225000.0
4975,29510247,3008 Foxton Cv,30.17860221862793,-97.8411102294922,2019-05-24,5,2019,250000.0
4976,29510241,3013 Foxton Cv,30.17832946777344,-97.84176635742188,2018-01-26,1,2018,299900.0
4977,29510240,3015 Foxton Cv,30.178407669067383,-97.84192657470705,2020-02-25,2,2020,299000.0
4978,70332736,2929 Fleet Dr,30.166940689086925,-97.84148406982422,2018-10-19,10,2018,399900.0
4979,29510232,3012 Jubilee Trl,30.177940368652344,-97.84174346923828,2020-05-22,5,2020,335000.0
4980,29510229,3006 Jubilee Trl,30.177738189697266,-97.84131622314452,2020-12-08,12,2020,325000.0
4981,70332728,3005 Lynnbrook Dr,30.166900634765625,-97.8428726196289,2019-05-15,5,2019,349900.0
4982,29510228,3004 Jubilee Trl,30.177703857421875,-97.84120178222656,2018-01-29,1,2018,260000.0
4983,70332725,3017 Lynnbrook Dr,30.16720771789551,-97.84333038330078,2019-11-26,11,2019,400000.0
4984,2082082489,1626 Rockland Dr,30.16631317138672,-97.82669067382812,2019-12-16,12,2019,289900.0
4985,2078337976,1408 Huckleberry Ln #83,30.175352096557614,-97.81727600097656,2020-08-31,8,2020,309000.0
4986,83126488,1600 Yoakum St #257,30.165157318115234,-97.82523345947266,2018-12-07,12,2018,245000.0
4987,70332724,10901 Strand St,30.16747093200684,-97.84344482421876,2019-05-21,5,2019,253500.0
4988,119625975,10040 Alley May Dr,30.169025421142567,-97.81847381591795,2020-11-23,11,2020,350000.0
4989,29507223,9615 Holly Springs Dr,30.180753707885746,-97.8337860107422,2020-12-04,12,2020,260000.0
4990,29509961,2515 Monarch Dr,30.17957878112793,-97.83023834228516,2019-06-03,6,2019,375000.0
4991,60138978,11412 Blairview Ln,30.156347274780284,-97.84197235107422,2019-11-06,11,2019,319999.0
4992,89552458,9909 Wading Pool Path,30.17160224914551,-97.81887817382812,2019-10-18,10,2019,262090.0
4993,70332720,3016 Lynnbrook Dr,30.167484283447266,-97.84273529052734,2018-09-14,9,2018,314900.0
4994,64494977,2216 Marcus Abrams Blvd,30.153654098510746,-97.8392105102539,2018-05-21,5,2018,254000.0
4995,29513925,10732 N Platt River Dr,30.15536880493164,-97.81695556640624,2020-06-04,6,2020,245000.0
4996,83126457,1606 Redwater Dr #125,30.166845321655284,-97.8251495361328,2018-06-28,6,2018,279000.0
4997,64507219,10424 Beard Ave,30.170122146606445,-97.8363265991211,2020-06-12,6,2020,209000.0
4998,29501557,8606 Bisbee Ct,30.194957733154297,-97.8349380493164,2018-08-29,8,2018,309000.0
4999,29513924,10730 N Platt River Dr,30.15546417236328,-97.81710815429688,2020-05-29,5,2020,250000.0
5000,64669708,2713 Blake St,30.172861099243164,-97.83792877197266,2019-05-14,5,2019,349800.0
5001,60138974,2321 Riker Ridge Trl,30.15551567077637,-97.8416748046875,2019-07-30,7,2019,334900.0
5002,29509957,2607 Monarch Dr,30.17987060546875,-97.8308563232422,2020-08-12,8,2020,259000.0
5003,29513922,10726 N Platt River Dr,30.15574836730957,-97.81719970703124,2019-12-30,12,2019,269900.0
5004,29509953,2511 Piping Rock Trl,30.178882598876964,-97.8306121826172,2020-08-31,8,2020,435000.0
5005,29514474,11320 Hillhaven Dr,30.15613555908203,-97.83649444580078,2020-02-24,2,2020,284900.0
5006,29493996,3318 Blumie St,30.20401954650879,-97.83352661132812,2020-06-30,6,2020,375000.0
5007,29497959,7904 Appomattox Dr,30.196178436279297,-97.81664276123048,2019-04-01,4,2019,385000.0
5008,70332705,10809 Strand St,30.16787338256836,-97.84297943115234,2018-05-21,5,2018,379000.0
5009,29493941,3411 Galesburg Dr,30.20539665222168,-97.83412170410156,2020-06-11,6,2020,460000.0
5010,29514464,2109 Ravenscroft Dr,30.15683364868164,-97.83740234375,2019-09-06,9,2019,295000.0
5011,119557444,1301 Cedar Stand Pass,30.16742515563965,-97.81855010986328,2019-11-01,11,2019,314990.0
5012,29514414,11338 Canterbury Tales Ln,30.155431747436523,-97.8293914794922,2019-06-13,6,2019,310000.0
5013,29498986,2421 Roehampton Dr,30.195369720458984,-97.81805419921876,2019-08-30,8,2019,385000.0
5014,70332698,10701 Beard Ave,30.16903305053711,-97.83811950683594,2020-11-02,11,2020,205180.0
5015,29504483,9408 Tea Rose Trl,30.18864250183105,-97.84362030029295,2020-08-31,8,2020,380000.0
5016,29493929,7610 Galveston Ln,30.20599365234375,-97.8344268798828,2018-07-25,7,2018,325000.0
5017,119620439,1316 Meadowsouth Ln,30.16889762878418,-97.81887817382812,2018-03-09,3,2018,249500.0
5018,89549849,8207 Nicola Trl,30.195369720458984,-97.82770538330078,2019-02-12,2,2019,378000.0
5019,70332694,10521 Huxley St,30.16928291320801,-97.83680725097656,2018-09-28,9,2018,209000.0
5020,60138962,11321 Blairview Ln,30.156997680664062,-97.84141540527344,2019-04-09,4,2019,264990.0
5021,29501475,8606 Dandelion Trl,30.19372940063477,-97.8338851928711,2020-06-24,6,2020,347000.0
5022,29514411,11326 Canterbury Tales Ln,30.155405044555664,-97.8298568725586,2019-08-07,8,2019,239999.0
5023,89549937,9904 Alley May Dr,30.171823501586925,-97.81856536865234,2019-04-15,4,2019,305000.0
5024,114405961,11506 Eric Heiden Ct,30.15419578552246,-97.84668731689452,2018-09-13,9,2018,279000.0
5025,29512194,10416 Margra Ln,30.167991638183604,-97.83460235595705,2020-08-18,8,2020,449000.0
5026,89551301,3020 Sea Jay Dr,30.19515991210937,-97.8300552368164,2018-10-30,10,2018,365000.0
5027,29493906,7804 Brodie Ln,30.204944610595703,-97.8368911743164,2020-09-28,9,2020,390000.0
5028,29512910,915 Isernia Dr,30.16277885437012,-97.81685638427734,2020-06-17,6,2020,325000.0
5029,29509932,9817 Briar Ridge Dr,30.17868995666504,-97.83094024658205,2019-07-09,7,2019,275000.0
5030,60138961,11325 Blairview Ln,30.156856536865234,-97.84141540527344,2018-07-09,7,2018,329900.0
5031,29498280,8200 Avocet Dr,30.1956844329834,-97.82565307617188,2019-01-30,1,2019,330000.0
5032,70332685,3020 Fleet Dr,30.168123245239247,-97.84205627441406,2020-03-16,3,2020,389900.0
5033,29506972,2818 Firecrest Dr,30.18544769287109,-97.833251953125,2018-07-10,7,2018,260000.0
5034,29493882,3304 Dalton St,30.20172691345215,-97.83316802978516,2020-09-25,9,2020,355000.0
5035,29514405,1414 Merchants Tale Ln,30.15509033203125,-97.82952880859376,2020-06-01,6,2020,157000.0
5036,29509931,9819 Briar Ridge Dr,30.17860221862793,-97.83078002929688,2019-11-08,11,2019,335000.0
5037,60138953,11217 Blairview Ln,30.15819931030273,-97.8414306640625,2018-12-05,12,2018,314900.0
5038,64523684,10505 Beard Ave,30.169658660888672,-97.83576965332033,2019-06-25,6,2019,337000.0
5039,29501471,8601 Dandelion Trl,30.193862915039062,-97.83313751220705,2018-03-09,3,2018,295000.0
5040,2079717862,3412 Dalton St #1,30.203020095825195,-97.8357925415039,2020-06-03,6,2020,460000.0
5041,29514402,1400 Merchants Tale Ln,30.15517425537109,-97.82908630371094,2019-10-04,10,2019,240000.0
5042,70332683,3012 Fleet Dr,30.16793632507324,-97.8418197631836,2019-06-21,6,2019,350000.0
5043,29493862,3412 Dalton St,30.203014373779297,-97.83578491210938,2019-07-17,7,2019,199950.0
5044,29514453,2120 Ravenscroft Dr,30.157331466674805,-97.83787536621094,2018-06-22,6,2018,284000.0
5045,89546266,3006 Sea Jay Dr,30.19491004943848,-97.82937622070312,2019-01-31,1,2019,238900.0
5046,29504470,9313 Silk Oak Cv,30.19018173217773,-97.84333038330078,2020-11-06,11,2020,400000.0
5047,29509928,9825 Briar Ridge Dr,30.17816734313965,-97.83058166503906,2020-07-09,7,2020,315000.0
5048,89548952,11209 Lost Maples Trl,30.15574836730957,-97.8325424194336,2018-04-27,4,2018,214900.0
5049,29501467,8609 Dandelion Trl,30.193416595458984,-97.8334503173828,2019-06-28,6,2019,315000.0
5050,29498260,8101 Fort Sumter Rd,30.19542121887207,-97.8239288330078,2020-10-06,10,2020,390500.0
5051,119617920,1313 Cedar Stand Pass,30.167251586914062,-97.81932067871094,2020-06-23,6,2020,297500.0
5052,29512182,2501 Sanders Ln,30.16775894165039,-97.83259582519533,2019-03-21,3,2019,325000.0
5053,64887452,2008 Wilma Rudolph Rd,30.155214309692383,-97.83837890625,2018-01-27,1,2018,225000.0
5054,29514399,1329 Merchants Tale Ln,30.154767990112305,-97.82881927490234,2020-08-20,8,2020,160000.0
5055,29498254,8203 Avocet Dr,30.195222854614247,-97.82537078857422,2019-05-15,5,2019,334900.0
5056,29509911,9906 Willers Way,30.176536560058604,-97.83033752441406,2018-07-02,7,2018,198000.0
5057,29490847,7903 Tiger Eye Cv,30.20634651184082,-97.84285736083984,2019-05-17,5,2019,329900.0
5058,58317451,2201 Riker Ridge Trl,30.15551567077637,-97.83998107910156,2019-07-26,7,2019,340000.0
5059,29512899,910 Isernia Dr,30.16323471069336,-97.81668090820312,2020-11-24,11,2020,300000.0
5060,29498247,2704 Fort Sumter Cir,30.19493865966797,-97.82523345947266,2020-09-01,9,2020,387000.0
5061,29495843,8103 Treehouse Ln,30.205093383789062,-97.84374237060548,2019-09-09,9,2019,299900.0
