,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,yearBuilt,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
837,29478193,275000.0,2.0,1320.0,3,7.0,1,17,1,-97.9190444946289,1,4.4,30.23974609375,15246.0,29,1,78736,1982,1.98,2019-11-15,11,2019,417188.879310345
838,84140930,475000.0,5.0,3580.0,5,6.0,2,16,0,-97.9902038574219,1,4.15,30.1932353973389,9234.0,50,3,78737,2006,2.01,2019-12-09,12,2019,508486.223744292
839,29476114,374900.0,2.0,1530.0,3,7.0,1,17,1,-97.9176483154297,1,4.53333333333333,30.2431659698486,27007.2,30,3,78736,1972,1.98,2019-12-30,12,2019,417188.879310345
840,29323584,376500.0,4.0,3642.0,5,7.0,2,17,1,-97.9103012084961,1,4.73333333333333,30.2547283172607,47916.0,11,8,78736,2000,1.98,2019-08-26,8,2019,417188.879310345
841,243293921,435000.0,3.0,2157.0,2,6.0,1,16,0,-97.9885177612305,1,4.4,30.181697845459,7405.0,31,5,78737,2017,2.01,2019-03-14,3,2019,508486.223744292
842,29323570,680000.0,4.0,3064.0,4,7.0,1,17,1,-97.9093780517578,1,4.73333333333333,30.2559318542481,43560.0,20,2,78736,1999,1.98,2019-11-21,11,2019,417188.879310345
843,202189907,497990.0,3.0,2804.0,4,7.0,1,16,1,-97.9877243041992,1,2.86666666666667,30.1846923828125,10890.0,2,2,78737,2018,2.01,2019-06-27,6,2019,508486.223744292
844,84138858,325000.0,2.0,2377.0,4,6.0,1,16,0,-97.9816513061523,1,4.4,30.186559677124,8276.0,40,4,78737,2007,2.01,2019-04-11,4,2019,508486.223744292
845,119557356,499900.0,4.0,2921.0,4,8.0,2,15,0,-97.9765243530273,0,1.5,30.1808567047119,8102.0,39,9,78737,2013,2.01,2019-08-14,8,2019,508486.223744292
846,80106791,519900.0,3.0,3632.0,4,8.0,2,18,1,-97.9252395629883,1,2.4,30.1903896331787,7056.0,1,3,78739,2007,1.98,2019-12-06,12,2019,531059.449339207
847,202137355,474900.0,4.0,2722.0,4,6.0,1,16,0,-97.9811935424805,1,4.6,30.1821880340576,9191.0,32,1,78737,2016,2.01,2019-09-26,9,2019,508486.223744292
848,83814788,420000.0,2.0,1898.0,3,8.0,1,18,1,-97.9244537353516,1,2.3,30.1863098144531,7448.0,58,3,78739,2008,1.98,2019-04-02,4,2019,531059.449339207
849,80100265,849400.0,4.0,4569.0,5,8.66666666666667,2,18,1,-97.9103393554688,1,1.83333333333333,30.190393447876,12196.8,38,5,78739,2010,1.98,2019-08-26,8,2019,531059.449339207
850,70346264,595000.0,4.0,3892.0,5,8.0,2,18,1,-97.9192886352539,1,2.2,30.1853466033936,10018.0,40,2,78739,2007,1.98,2019-05-31,5,2019,531059.449339207
851,250399839,459900.0,3.0,2886.0,4,7.0,1,16,1,-97.97900390625,1,3.23333333333333,30.1831016540527,9975.0,27,2,78737,2017,2.01,2019-04-12,4,2019,508486.223744292
852,83815258,479900.0,3.0,2576.0,4,5.77869409033186,2,15,0,-97.9226837158203,0,1.83829565864985,30.1865291595459,6621.0,32,1,78739,2011,1.98,2019-08-19,8,2019,531059.449339207
853,29477935,334900.0,2.0,1575.0,3,6.66666666666667,1,17,1,-97.8979797363281,1,3.66666666666667,30.241605758667,7797.0,33,2,78736,1985,1.98,2019-12-03,12,2019,417188.879310345
854,29374271,775000.0,4.0,3647.0,5,8.66666666666667,2,16,1,-97.7954559326172,0,1.0,30.4348278045654,13503.6,72,4,78750,2000,1.98,2019-08-15,8,2019,590180.831932773
855,29376269,674988.0,3.0,3110.0,4,8.66666666666667,2,16,1,-97.8106002807617,0,1.13333333333333,30.4440212249756,13503.6,33,8,78750,1983,1.98,2019-02-08,2,2019,590180.831932773
856,2087932767,489000.0,2.0,2016.0,4,7.0,1,16,1,-97.8424835205078,1,2.0,30.4321823120117,7405.0,31,2,78726,2016,1.98,2019-02-28,2,2019,499315.533333333
857,29374767,439000.0,3.0,3103.0,4,8.0,2,15,1,-97.8195495605469,1,1.26666666666667,30.4354972839356,7797.0,26,1,78726,1993,1.98,2019-05-17,5,2019,499315.533333333
858,29372265,549950.0,2.0,2409.0,4,8.66666666666667,1,16,1,-97.7867736816406,0,1.13333333333333,30.4307403564453,13503.6,24,1,78750,1995,1.98,2019-03-25,3,2019,590180.831932773
859,79980136,660000.0,4.0,3249.0,4,8.0,2,14,0,-97.8615112304688,0,3.56666666666667,30.3310737609863,10018.0,1,1,78733,2006,1.98,2019-10-30,10,2019,1126888.20481928
860,58297635,1595000.0,4.0,3480.0,5,9.33333333333333,2,14,0,-97.8724899291992,0,1.93333333333333,30.3125743865967,49658.4,40,2,78733,1989,1.98,2019-10-15,10,2019,1126888.20481928
861,29372755,700000.0,4.0,3508.0,4,8.66666666666667,1,16,1,-97.8001861572266,0,1.16666666666667,30.4315929412842,13068.0,1,2,78750,2000,1.98,2019-05-17,5,2019,590180.831932773
862,29376254,585000.0,3.0,2431.0,4,8.66666666666667,2,16,1,-97.810417175293,0,1.16666666666667,30.4408874511719,14810.4,28,4,78750,1980,1.98,2019-06-17,6,2019,590180.831932773
863,29336633,929000.0,4.0,3654.0,4,9.33333333333333,2,14,0,-97.884391784668,0,1.76666666666667,30.2993927001953,13068.0,40,3,78733,1991,1.98,2019-11-08,11,2019,1126888.20481928
864,29549753,309000.0,2.0,1420.0,3,6.0,1,14,1,-97.7860336303711,1,2.43333333333333,30.4596195220947,7535.0,16,3,78729,1982,2.21,2019-08-12,8,2019,334509.379310345
865,29377253,699900.0,2.0,2520.0,4,8.66666666666667,1,16,1,-97.7939071655273,0,0.833333333333333,30.4437618255615,23958.0,32,1,78750,1975,1.98,2019-04-12,4,2019,590180.831932773
866,29374751,475000.0,3.0,3157.0,4,8.0,2,15,1,-97.8192596435547,1,1.2,30.436824798584,9626.0,30,1,78726,1992,1.98,2019-05-20,5,2019,499315.533333333
867,29339630,725000.0,4.0,3647.0,5,9.33333333333333,2,14,0,-97.8993530273438,0,2.7,30.3120822906494,12196.8,1,8,78733,1999,1.98,2019-07-01,7,2019,1126888.20481928
868,29377241,619000.0,2.0,2436.0,4,8.66666666666667,1,16,1,-97.7962265014648,0,0.833333333333333,30.4439964294434,13503.6,1,2,78750,1971,1.98,2019-07-15,7,2019,590180.831932773
869,29339628,687500.0,4.0,3990.0,5,9.33333333333333,2,14,0,-97.8998870849609,0,2.7,30.3120574951172,16117.2,1,2,78733,1999,1.98,2019-06-24,6,2019,1126888.20481928
870,29372736,580000.0,3.0,2465.0,4,8.66666666666667,1,16,1,-97.8054504394531,0,1.4,30.428279876709,13068.0,22,1,78750,1977,1.98,2019-04-15,4,2019,590180.831932773
871,29336625,815000.0,4.0,4050.0,4,5.66666666666667,2,16,1,-97.8671798706055,1,5.33333333333333,30.2966957092285,13503.6,57,6,78735,2002,1.98,2019-04-02,4,2019,951194.566666667
872,29374226,634500.0,4.0,3093.0,5,8.66666666666667,2,16,1,-97.7967987060547,0,1.06666666666667,30.4327621459961,10018.0,45,3,78750,1982,1.98,2019-07-05,7,2019,590180.831932773
873,29345117,799000.0,3.0,2948.0,4,8.0,2,14,0,-97.8691635131836,0,3.96666666666667,30.3357200622559,11325.6,6,2,78733,2019,1.98,2019-06-13,6,2019,1126888.20481928
874,29372716,580000.0,2.0,2190.0,3,8.66666666666667,1,16,1,-97.8057861328125,0,1.3,30.4300384521484,12632.4,30,4,78750,1977,1.98,2019-12-30,12,2019,590180.831932773
875,29336617,1160000.0,5.0,3834.0,5,5.66666666666667,2,16,1,-97.8674926757812,1,5.36666666666667,30.2978000640869,16988.4,42,3,78735,1999,1.98,2019-03-20,3,2019,951194.566666667
876,29372714,399900.0,3.0,2712.0,4,8.66666666666667,2,16,1,-97.8005599975586,0,1.13333333333333,30.431978225708,11325.6,42,11,78750,1984,1.98,2019-05-24,5,2019,590180.831932773
877,58298112,565000.0,2.0,1520.0,3,8.0,1,14,0,-97.8642272949219,0,3.8,30.3352584838867,43560.0,32,1,78733,1974,1.98,2019-05-10,5,2019,1126888.20481928
878,83826209,899000.0,4.0,3786.0,4,8.66666666666667,1,16,1,-97.7924118041992,0,0.933333333333333,30.4388809204102,28314.0,35,6,78750,2007,1.98,2019-09-25,9,2019,590180.831932773
879,29345111,499000.0,4.0,3249.0,4,8.0,2,14,0,-97.8623886108398,0,3.9,30.3374176025391,17424.0,14,8,78733,2002,1.98,2019-05-31,5,2019,1126888.20481928
880,80108609,899000.0,2.0,2316.0,3,8.0,1,14,0,-97.8656005859375,0,3.73333333333333,30.333797454834,13068.0,28,1,78733,2005,1.98,2019-08-23,8,2019,1126888.20481928
881,29334609,935000.0,4.0,3268.0,4,5.66666666666667,1,16,1,-97.8719329833984,1,5.46666666666667,30.2942657470703,11325.6,39,4,78735,2001,1.98,2019-12-17,12,2019,951194.566666667
882,29339603,879000.0,4.0,3815.0,4,9.33333333333333,2,14,0,-97.8987045288086,0,2.6,30.310489654541,13503.6,1,2,78733,1996,1.98,2019-12-19,12,2019,1126888.20481928
883,29567189,240000.0,3.0,2102.0,5,7.66666666666667,1,14,1,-97.8199615478516,1,0.8,30.4599304199219,7535.0,26,4,78750,1982,2.21,2019-03-01,3,2019,590180.831932773
884,29374688,450000.0,2.0,2479.0,4,8.0,1,15,1,-97.8196868896484,1,1.2,30.4372482299805,7927.0,28,2,78726,1992,1.98,2019-06-21,6,2019,499315.533333333
885,29341600,785000.0,3.0,2592.0,4,9.33333333333333,2,14,0,-97.8493118286133,0,2.8,30.3229312896729,27007.2,1,3,78733,1987,1.98,2019-12-18,12,2019,1126888.20481928
886,29372688,749900.0,3.0,2899.0,4,8.66666666666667,2,16,1,-97.7998275756836,0,1.23333333333333,30.4300174713135,28749.6,34,1,78750,1985,1.98,2019-06-28,6,2019,590180.831932773
887,29334597,995000.0,4.0,4274.0,5,5.66666666666667,2,16,1,-97.8730621337891,1,5.5,30.2937030792236,15246.0,39,2,78735,2001,1.98,2019-01-31,1,2019,951194.566666667
888,2086105685,452000.0,3.0,2258.0,4,7.0,2,16,1,-97.8434448242188,1,1.23333333333333,30.4092502593994,6969.0,12,1,78726,2018,1.98,2019-04-03,4,2019,499315.533333333
889,29372685,835000.0,5.0,3400.0,5,8.66666666666667,2,16,1,-97.8003311157227,0,1.16666666666667,30.4307060241699,23522.4,1,3,78750,1984,1.98,2019-05-22,5,2019,590180.831932773
890,80098094,529000.0,3.0,1981.0,3,8.0,2,14,0,-97.8633651733398,0,3.9,30.3375434875488,13939.2,22,3,78733,2006,1.98,2019-07-25,7,2019,1126888.20481928
891,2086105684,609000.0,4.0,2799.0,4,7.0,2,16,1,-97.8431167602539,1,1.2,30.4086952209473,6534.0,12,1,78726,2016,1.98,2019-05-03,5,2019,499315.533333333
892,2086105683,448000.0,3.0,2258.0,4,7.0,2,16,1,-97.8438720703125,1,1.26666666666667,30.4090347290039,6098.0,12,1,78726,2018,1.98,2019-04-12,4,2019,499315.533333333
893,29372683,1499999.0,5.0,6029.0,5,8.66666666666667,2,16,1,-97.8009643554688,0,1.2,30.4308338165283,85377.6,1,4,78750,1986,1.98,2019-06-28,6,2019,590180.831932773
894,83818588,1890000.0,6.0,6440.0,5,8.33333333333333,2,17,1,-97.894660949707,1,2.76666666666667,30.3436527252197,44431.2,40,1,78732,2014,1.98,2019-09-30,9,2019,663662.285714286
895,29374176,429000.0,2.0,1856.0,3,8.66666666666667,1,16,1,-97.7947998046875,0,0.966666666666667,30.4374694824219,14374.8,23,2,78750,1972,1.98,2019-09-03,9,2019,590180.831932773
896,29334585,849900.0,3.0,3700.0,4,5.66666666666667,2,16,1,-97.8747177124023,1,5.63333333333333,30.2956790924072,9147.0,25,5,78735,2000,1.98,2019-03-29,3,2019,951194.566666667
897,29334581,1099000.0,4.0,3988.0,4,5.66666666666667,2,16,1,-97.8739166259766,1,5.63333333333333,30.2963676452637,26136.0,38,3,78735,2000,1.98,2019-04-30,4,2019,951194.566666667
898,119986580,2795000.0,10.0,11581.0,7,8.0,3,14,0,-97.8612670898438,0,3.26666666666667,30.3246994018555,82328.4,38,7,78733,2014,1.98,2019-03-07,3,2019,1126888.20481928
899,64802671,439900.0,3.0,2662.0,4,8.0,1,15,1,-97.8185501098633,1,1.5,30.4302616119385,8058.0,40,2,78726,2004,1.98,2019-04-19,4,2019,499315.533333333
900,29341578,1995000.0,7.0,8883.0,5,9.33333333333333,2,14,0,-97.8504867553711,0,2.63333333333333,30.3188457489014,141134.4,26,12,78733,1996,1.98,2019-03-28,3,2019,1126888.20481928
901,29372671,475000.0,3.0,2058.0,4,8.66666666666667,2,16,1,-97.8030853271484,0,1.33333333333333,30.4284648895264,16552.8,61,1,78750,1977,1.98,2019-06-11,6,2019,590180.831932773
902,29376663,350000.0,2.0,2019.0,3,7.0,1,16,1,-97.8296737670898,1,2.56666666666667,30.4414157867432,6229.0,28,4,78726,1996,1.98,2019-02-21,2,2019,499315.533333333
903,29372154,619900.0,3.0,2941.0,4,9.0,2,16,1,-97.7908401489258,1,1.13333333333333,30.4313983917236,10001.0,30,1,78750,1991,1.98,2019-05-08,5,2019,590180.831932773
904,125891561,875000.0,4.0,3050.0,4,8.0,2,14,0,-97.8647384643555,0,3.86666666666667,30.3360137939453,13939.2,30,4,78733,2017,1.98,2019-12-16,12,2019,1126888.20481928
905,29376150,480000.0,3.0,2920.0,4,8.66666666666667,1,16,1,-97.802864074707,0,0.933333333333334,30.4389572143555,16552.8,22,1,78750,1977,1.98,2019-11-15,11,2019,590180.831932773
906,58298061,850000.0,3.0,2927.0,4,8.0,2,14,0,-97.8784942626953,0,4.03333333333333,30.3331985473633,52272.0,51,3,78733,1993,1.98,2019-09-13,9,2019,1126888.20481928
907,29376648,389900.0,2.0,2101.0,3,7.0,1,16,1,-97.8303756713867,1,2.53333333333333,30.4413547515869,6664.0,57,1,78726,1995,1.98,2019-08-01,8,2019,499315.533333333
908,29334560,1279000.0,5.0,5181.0,4,5.66666666666667,2,16,1,-97.8661575317383,1,5.23333333333333,30.2954139709473,23086.8,52,6,78735,2000,1.98,2019-02-01,2,2019,951194.566666667
909,29372139,640500.0,4.0,3134.0,6,9.0,2,16,1,-97.7888565063477,1,1.06666666666667,30.4283561706543,20037.6,5,4,78750,1990,1.98,2019-01-29,1,2019,590180.831932773
910,83815553,1150000.0,5.0,4351.0,5,8.33333333333333,2,17,1,-97.8923187255859,1,2.73333333333333,30.3450431823731,22215.6,40,3,78732,2015,1.98,2019-01-18,1,2019,663662.285714286
911,80097552,3950000.0,6.0,8981.0,5,8.0,2,14,0,-97.8560638427734,0,3.6,30.3326969146729,43995.6,40,2,78733,2006,1.98,2019-09-26,9,2019,1126888.20481928
912,29345051,470000.0,3.0,1774.0,3,8.0,3,14,0,-97.8675537109375,0,3.9,30.3365325927734,12632.4,28,1,78733,1994,1.98,2019-04-30,4,2019,1126888.20481928
913,112087550,2699000.0,6.0,6288.0,6,8.0,2,14,0,-97.8572769165039,0,3.96666666666667,30.3398838043213,151588.8,2,7,78733,2013,1.98,2019-01-14,1,2019,1126888.20481928
914,64493049,799000.0,4.0,3389.0,5,9.33333333333333,2,14,0,-97.8949813842773,0,2.4,30.3103446960449,13503.6,35,1,78733,2004,1.98,2019-06-27,6,2019,1126888.20481928
915,83832046,2595000.0,6.0,6877.0,5,8.0,2,14,0,-97.8592147827148,0,3.3,30.3255653381348,46609.2,26,3,78733,2007,1.98,2019-06-05,6,2019,1126888.20481928
916,29376131,750000.0,3.0,3099.0,4,8.66666666666667,1,16,1,-97.8053817749023,0,1.03333333333333,30.4387474060059,20908.8,37,2,78750,1974,1.98,2019-07-24,7,2019,590180.831932773
917,29345044,239999.0,2.0,1248.0,3,8.0,1,14,0,-97.8691864013672,0,4.06666666666667,30.3376388549805,13068.0,13,2,78733,1972,1.98,2019-10-30,10,2019,1126888.20481928
918,29567630,299500.0,2.0,1615.0,4,5.33333333333333,1,12,1,-97.7868118286133,1,1.76666666666667,30.4561901092529,11325.6,54,3,78729,1974,2.21,2019-02-25,2,2019,334509.379310345
919,29348533,375000.0,2.0,2058.0,4,8.0,1,14,0,-97.859130859375,0,4.4,30.348180770874,15681.6,1,6,78733,1984,1.98,2019-11-19,11,2019,1126888.20481928
920,29375124,480000.0,4.0,3292.0,4,8.0,2,15,1,-97.8291702270508,1,1.5,30.4354267120361,7143.0,30,1,78726,1994,1.98,2019-05-21,5,2019,499315.533333333
921,29345027,549000.0,4.0,1977.0,3,8.0,1,14,0,-97.8642883300781,0,4.0,30.339319229126,13068.0,2,3,78733,2018,1.98,2019-07-01,7,2019,1126888.20481928
922,29348525,375000.0,2.0,1397.0,3,8.0,1,14,0,-97.8610305786133,0,4.46666666666667,30.3478450775146,12632.4,15,6,78733,1965,1.98,2019-05-03,5,2019,1126888.20481928
923,64510024,749900.0,3.0,2495.0,4,8.0,2,14,0,-97.8597640991211,0,4.3,30.3457584381104,10323.0,45,5,78733,2018,1.98,2019-05-21,5,2019,1126888.20481928
924,88027119,349900.0,3.0,2650.0,4,7.66666666666667,2,14,1,-97.8157043457031,1,0.7,30.4519348144531,6098.0,34,6,78750,2004,2.21,2019-05-06,5,2019,590180.831932773
925,58298019,750000.0,5.0,4862.0,4,8.0,2,14,0,-97.8794784545898,0,3.8,30.3279914855957,84506.4,40,5,78733,2002,1.98,2019-01-17,1,2019,1126888.20481928
926,29549615,334900.0,2.0,1764.0,3,6.0,2,14,1,-97.7862701416016,1,2.36666666666667,30.4618434906006,6838.0,25,1,78729,1982,2.21,2019-09-04,9,2019,334509.379310345
927,29376615,475000.0,3.0,2925.0,4,8.0,2,15,1,-97.8277816772461,1,1.36666666666667,30.4388866424561,8276.0,1,3,78726,1995,1.98,2019-06-17,6,2019,499315.533333333
928,29374614,599900.0,3.0,3262.0,4,8.66666666666667,2,16,1,-97.8111877441406,0,1.36666666666667,30.4341678619385,27007.2,1,2,78750,1988,1.98,2019-02-25,2,2019,590180.831932773
929,29373112,485000.0,4.0,3366.0,5,8.0,2,15,1,-97.8313446044922,1,1.7,30.4333267211914,7013.0,39,3,78726,1999,1.98,2019-01-10,1,2019,499315.533333333
930,95050509,2750000.0,7.0,7770.0,5,8.0,2,14,0,-97.8605804443359,0,3.16666666666667,30.3223400115967,57499.2,36,2,78733,2013,1.98,2019-07-24,7,2019,1126888.20481928
931,29373109,489850.0,4.0,3461.0,4,8.0,2,15,1,-97.8315963745117,1,1.76666666666667,30.4318447113037,11761.2,36,4,78726,1999,1.98,2019-01-16,1,2019,499315.533333333
932,70330509,1299900.0,5.0,4548.0,4,8.0,2,14,0,-97.8589706420898,0,4.1,30.3420314788818,43560.0,30,1,78733,2005,1.98,2019-07-31,7,2019,1126888.20481928
933,29345004,739000.0,4.0,2470.0,3,8.0,1,14,0,-97.8680877685547,0,4.1,30.3394451141357,11325.6,1,4,78733,2019,1.98,2019-10-04,10,2019,1126888.20481928
934,29348502,515000.0,3.0,2275.0,3,8.0,2,14,0,-97.857795715332,0,4.33333333333333,30.3465671539307,11761.2,40,2,78733,2009,1.98,2019-03-29,3,2019,1126888.20481928
935,29374601,850000.0,4.0,3955.0,4,8.66666666666667,2,16,1,-97.8111801147461,0,1.3,30.4357223510742,16117.2,39,1,78750,2001,1.98,2019-04-30,4,2019,590180.831932773
936,80094463,1265000.0,4.0,3263.0,3,5.66666666666667,1,16,1,-97.8595733642578,1,4.96666666666667,30.2952880859375,14810.4,29,2,78735,2006,1.98,2019-04-29,4,2019,951194.566666667
937,29376592,125000.0,3.5,3034.0,4,8.0,2,15,1,-97.8252563476562,1,1.26666666666667,30.4404163360596,7840.0,20,6,78726,1989,1.98,2019-10-15,10,2019,499315.533333333
938,29377587,1248000.0,5.0,4536.0,5,8.66666666666667,2,16,1,-97.8221740722656,0,1.8,30.4476013183594,37897.2,90,3,78726,1997,1.98,2019-09-21,9,2019,499315.533333333
939,96638330,450000.0,4.0,2679.0,4,6.0,2,14,1,-97.7864074707031,1,2.36666666666667,30.4628047943115,6403.0,30,1,78729,2017,2.21,2019-11-18,11,2019,334509.379310345
940,29374583,500000.0,5.0,2489.0,3,8.66666666666667,2,16,1,-97.8104400634766,0,1.23333333333333,30.4383277893066,22215.6,22,2,78750,1984,1.98,2019-10-18,10,2019,590180.831932773
941,29376577,484950.0,4.0,3239.0,4,8.0,2,15,1,-97.8242568969727,1,1.2,30.4401054382324,6534.0,25,3,78726,1991,1.98,2019-07-19,7,2019,499315.533333333
942,2119482073,469900.0,3.0,2761.0,4,7.0,2,16,1,-97.8430023193359,1,1.9,30.4306316375732,10410.0,40,5,78726,2012,1.98,2019-08-09,8,2019,499315.533333333
943,29549570,224900.0,2.0,1380.0,3,6.0,1,14,1,-97.7867279052734,1,2.43333333333333,30.4606685638428,8015.0,15,1,78729,1982,2.21,2019-03-05,3,2019,334509.379310345
944,110539069,549999.0,3.0,2416.0,5,8.66666666666667,2,16,1,-97.7959289550781,0,0.933333333333333,30.4380626678467,16552.8,37,3,78750,1977,1.98,2019-10-24,10,2019,590180.831932773
945,29372569,650000.0,4.0,2893.0,4,9.0,2,16,1,-97.7928695678711,1,1.16666666666667,30.431661605835,10062.0,36,1,78750,1992,1.98,2019-05-14,5,2019,590180.831932773
946,29557063,349000.0,2.0,1764.0,3,6.0,1,14,1,-97.7958984375,1,0.533333333333333,30.4537105560303,16552.8,22,3,78750,1976,2.21,2019-04-02,4,2019,590180.831932773
947,29376062,525000.0,3.0,2286.0,3,8.66666666666667,1,16,1,-97.8058166503906,0,0.933333333333333,30.4428005218506,15681.6,37,1,78750,1975,1.98,2019-06-19,6,2019,590180.831932773
948,29376055,520000.0,2.0,1912.0,3,8.66666666666667,1,16,1,-97.7988128662109,0,0.9,30.4400825500488,12632.4,36,3,78750,1976,1.98,2019-07-18,7,2019,590180.831932773
949,29370345,330000.0,3.0,2297.0,4,9.0,2,16,1,-97.7879180908203,1,1.1,30.422155380249,11325.6,32,15,78759,1994,1.98,2019-09-19,9,2019,512099.535
950,29374537,475000.0,2.0,2234.0,4,8.66666666666667,1,16,1,-97.8069763183594,0,1.23333333333333,30.4343872070313,13939.2,1,1,78750,1977,1.98,2019-08-02,8,2019,590180.831932773
951,29549534,265000.0,2.0,1608.0,4,6.0,1,14,1,-97.7880554199219,1,2.53333333333333,30.4595279693604,7579.0,20,10,78729,1982,2.21,2019-04-30,4,2019,334509.379310345
952,29376033,699000.0,3.0,2822.0,4,8.66666666666667,1,16,1,-97.8004150390625,0,0.833333333333333,30.4426345825195,13939.2,33,2,78750,1997,1.98,2019-04-30,4,2019,590180.831932773
953,70332027,500000.0,3.0,2866.0,3,7.0,2,16,1,-97.8360290527344,1,1.86666666666667,30.4293842315674,13068.0,28,1,78726,2006,1.98,2019-10-11,10,2019,499315.533333333
954,29372519,549900.0,3.0,2526.0,4,9.0,1,16,1,-97.7917404174805,1,1.16666666666667,30.4291133880615,9365.0,32,4,78750,1990,1.98,2019-07-12,7,2019,590180.831932773
955,29376016,610000.0,3.0,2875.0,4,8.66666666666667,1,16,1,-97.8027114868164,0,0.866666666666667,30.4427680969238,9757.0,37,5,78750,1996,1.98,2019-05-08,5,2019,590180.831932773
956,29375013,439900.0,3.0,2710.0,4,8.0,2,15,1,-97.8279876708984,1,1.46666666666667,30.4357204437256,7230.0,39,3,78726,1994,1.98,2019-06-27,6,2019,499315.533333333
957,29372510,624900.0,3.0,2513.0,4,9.0,1,16,1,-97.7917556762695,1,1.13333333333333,30.4282093048096,9600.0,21,1,78750,1989,1.98,2019-05-28,5,2019,590180.831932773
958,29370507,665000.0,4.0,2888.0,4,9.0,2,16,1,-97.7920074462891,1,1.16666666666667,30.4268589019775,10890.0,35,2,78750,1990,1.98,2019-10-11,10,2019,590180.831932773
959,125889344,323900.0,3.0,1819.0,3,5.66666666666667,2,15,1,-97.6828079223633,1,2.2,30.4680557250977,4573.0,14,1,78728,2014,1.98,2019-12-23,12,2019,292671.818181818
960,29363021,525000.0,3.0,2221.0,3,7.0,2,17,1,-97.7603454589844,1,1.56666666666667,30.3924427032471,6046.0,26,2,78759,1979,1.98,2019-08-07,8,2019,512099.535
961,29364512,499900.0,4.0,3800.0,5,8.33333333333333,2,16,1,-97.7709121704102,1,2.13333333333333,30.4040222167969,10890.0,38,5,78759,1991,1.98,2019-06-14,6,2019,512099.535
962,29364509,595000.0,3.0,2652.0,4,8.33333333333333,1,16,1,-97.7713851928711,1,2.16666666666667,30.4031276702881,19602.0,36,1,78759,1989,1.98,2019-05-31,5,2019,512099.535
963,29364009,548000.0,3.0,2335.0,3,7.0,2,17,1,-97.7760543823242,1,2.2,30.3945159912109,22215.6,40,6,78759,1992,1.98,2019-04-25,4,2019,512099.535
964,29435895,260000.0,1.0,1097.0,3,4.0,1,13,1,-97.703727722168,1,1.7,30.3963394165039,4399.0,26,3,78758,1983,1.98,2019-04-08,4,2019,326232.736111111
965,29356457,499000.0,2.5,2940.0,4,7.0,1,16,1,-97.7687835693359,1,0.966666666666667,30.3671951293945,12196.8,1,4,78731,1968,1.98,2019-05-28,5,2019,919896.32967033
966,29356496,689000.0,4.0,2584.0,5,7.0,2,16,1,-97.7670135498047,1,0.966666666666667,30.369026184082,10018.0,35,1,78731,1969,1.98,2019-06-14,6,2019,919896.32967033
967,29438250,474999.0,2.0,2011.0,3,6.66666666666667,1,15,1,-97.7310562133789,1,2.33333333333333,30.4058208465576,25264.8,39,5,78759,1980,1.98,2019-10-11,10,2019,512099.535
968,29437389,360000.0,2.0,1641.0,3,5.33333333333333,1,13,1,-97.6998748779297,1,3.03333333333333,30.3987255096436,13503.6,25,2,78758,1983,1.98,2019-09-05,9,2019,326232.736111111
969,29435896,260000.0,2.0,1087.0,3,4.0,1,13,1,-97.7037963867188,1,1.7,30.3962364196777,4007.0,24,1,78758,1983,1.98,2019-07-15,7,2019,326232.736111111
970,29437385,300000.0,2.0,1384.0,3,5.33333333333333,1,13,1,-97.7005004882812,1,3.0,30.3986911773682,11325.6,26,1,78758,1983,1.98,2019-02-15,2,2019,326232.736111111
971,29432896,250000.0,2.0,1162.0,3,3.66666666666667,1,14,1,-97.7058181762695,1,1.03333333333333,30.3804416656494,6969.0,1,1,78758,1973,1.98,2019-12-24,12,2019,326232.736111111
972,29353496,825000.0,3.0,3221.0,4,7.0,2,16,1,-97.7569122314453,1,0.633333333333333,30.3643627166748,15681.6,30,6,78731,1975,1.98,2019-08-26,8,2019,919896.32967033
973,29355447,725000.0,3.0,2487.0,2,7.0,1,16,1,-97.7559356689453,1,0.666666666666667,30.3658199310303,8276.0,28,3,78731,1996,1.98,2019-07-01,7,2019,919896.32967033
974,29437244,549900.0,2.0,2248.0,4,6.66666666666667,1,15,1,-97.7310562133789,1,2.26666666666667,30.4017639160156,9234.0,30,1,78759,1976,1.98,2019-01-18,1,2019,512099.535
975,29433743,675000.0,3.0,2577.0,4,7.0,1,17,1,-97.7477874755859,1,0.866666666666667,30.3813915252686,21344.4,1,1,78759,1968,1.98,2019-06-21,6,2019,512099.535
976,29432876,339900.0,2.0,1603.0,2,3.66666666666667,2,14,1,-97.7039566040039,1,1.06666666666667,30.3804721832275,7448.0,28,2,78758,1974,1.98,2019-08-29,8,2019,326232.736111111
977,29437375,350000.0,3.0,1422.0,3,5.33333333333333,2,13,1,-97.6995849609375,1,3.1,30.4003238677979,10454.0,30,1,78758,1983,1.98,2019-06-07,6,2019,326232.736111111
